sic_code,sic_name,group_code,group_name,division_code,division_name,url,sic_description,sic_examples
7812,Motion Picture and Video Tape Production,78,Motion Pictures,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=171&tab=description,"Establishments primarily engaged in the production of theatrical and nontheatrical motion pictures and video tapes for exhibition or sale, including educational, industrial, and religious films. Included in the industry are establishments engaged in both production and distribution. Producers of live radio and television programs are classified in Industry 7922. Establishments primarily engaged in motion picture and video tape reproduction are classified in Industry 7819 and those engaged in distribution are classified in Industry 7822. ","Audiovisual motion picture program production
Cartoon motion picture production
Commercials, television: tape or film production
Educational motion picture production
Industrial motion picture production
Motion picture production and distribution
Music video production
Nontheatrical motion picture production
Religious motion picture production
Tape production, video or motion picture
Television film production
Training motion picture production
Video tape production"
7819,Services Allied to Motion Picture Production,78,Motion Pictures,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=172&tab=description,"Establishments primarily engaged in performing services independent of motion picture production, but allied thereto, such as motion picture film processing, editing, and titling; casting bureaus; wardrobe and studio property rental; television tape services; motion picture and video tape reproduction; and stock footage film libraries. ","Casting bureaus, motion picture
Developing and printing of commercial motion picture film
Directors, motion picture: independent
Editing of motion picture film
Film libraries, stock footage
Film processing, motion picture
Laboratories, motion picture
Motion picture consultants
Motion picture reproduction
Rental of motion picture equipment
Studio property rental for motion picture film production
Television tape services (e.g., editing and transfers)
Titling of motion picture film
Video tape or disk reproduction
Wardrobe rental for motion picture film production"
7822,Motion Picture and Video Tape Distribution,78,Motion Pictures,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=173&tab=description,"Establishments primarily engaged in the distribution (rental or sale) of theatrical and nontheatrical motion picture films or in the distribution of video tapes and disks, except to the general public. Establishments engaged in both distribution and production are classified in Industry 7812. Establishments primarily engaged in renting video tapes and disks to the general public are classified in Industry 7841, and those engaged in the sale of video tapes and disks to individuals for personal or household use are classified in Retail Trade, Industry 5735. ","Film exchanges, motion picture
Motion picture distribution, exclusive of production
Rental of motion picture film
Tape distribution for television
Tapes, video, recorded-wholesale
Video tapes, recorded-wholesale"
7829,Services Allied to Motion Picture Distribution,78,Motion Pictures,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=174&tab=description,"Establishments primarily engaged in performing auxiliary services to motion picture distribution, such as film delivery service, film purchasing and booking agencies, and film libraries. ","Booking agencies, motion picture
Film delivery, motion picture
Film libraries, motion picture
Film purchasing agencies, motion picture
Theatrical booking agencies, motion picture"
7832,"Motion Picture Theaters, Except Drive-In",78,Motion Pictures,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=175&tab=description,Commercially operated theaters primarily engaged in the indoor exhibition of motion pictures. ,"Motion picture exhibitors for airlines
Motion picture exhibitors, itinerant
Theaters, motion picture: except drive-in"
7833,Drive-In Motion Picture Theaters,78,Motion Pictures,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=176&tab=description,"Commercially operated theaters, commonly known as drive-ins, primarily engaged in the outdoor exhibition of motion pictures. ",Drive-in theaters
7841,Video Tape Rental,78,Motion Pictures,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=177&tab=description,"Establishments primarily engaged in renting recorded video tapes and disks to the general public for personal or household use. Establishments primarily engaged in renting video recorders and players are classified in Industry 7359. Establishments primarily engaged in selling recorded video tapes and disks to the general public are classified in Retail Trade, Industry 5735, and those engaged in the wholesale distribution of recorded video tapes and disks are classified in Industry 7822. ","Motion picture film or tape rental to the general public
Video disk rental to the general public
Video tape rental to the general public"
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services,79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=178&tab=description,"Establishments primarily engaged in providing live theatrical presentations, such as road companies and summer theaters. This industry also includes services allied with theatrical presentations, such as casting agencies; booking agencies for plays, artists, and concerts; scenery, lighting, and other equipment services; and theatrical ticket agencies. Also included in this industry are producers of live and taped radio programs and commercials and producers of live television programs. Establishments primarily engaged in the production of taped television programs and commercials are classified in Industry 7812. Theaters which are normally rented to theatrical producers and stock companies are classified in Real Estate, Industry 6512. Motion picture theaters and motion picture service industries are classified in Major Group 78. Establishments primarily engaged in operating dinner theaters are classified in Retail Trade, Industry 5812. ","Agents or managers for entertainers
Agents, talent: theatrical
Ballet production
Booking agencies, theatrical: except motion picture
Burlesque companies
Casting agencies, theatrical: except motion picture
Community theater productions
Concert management service
Costume design, theatrical
Employment agencies: theatrical, radio, and television-except motion
Legitimate theater producers
Opera companies
Performing arts center productions
Plays (road companies and stock companies)
Radio programs, including commercials: producers of
Rental of theatrical scenery
Repertory or stock companies, theatrical
Road companies, theatrical
Scenery design, theatrical
Stock companies, theatrical
Summer theaters, except dinner theaters
Television programs (including commercials): live
Theatrical companies
Theatrical equipment rental
Theatrical lighting on a contract basis
Theatrical production, except motion picture
Theatrical ticket agencies
Vaudeville companies"
7929,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups",79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=179&tab=description,"Establishments primarily engaged in providing entertainment other than live theatrical presentations. These establishments include bands, orchestras, and entertainers. ","Actors
Actresses
Classical music groups or artists
Concert artists
Dance bands
Drum and bugle corps (drill team)
Entertainers
Entertainment groups
Jazz music groups or artists
Magicians
Musicians
Orchestras
Performing artists
Popular music groups or artists
Symphony orchestras"
7933,Bowling Centers,79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=180&tab=description,Establishments known to the public as bowling centers or lanes. Such establishments frequently sell meals and refreshments. ,"Bowling centers
Candle pin centers
Duck pin centers
Ten pin centers"
7941,Professional Sports Clubs and Promoters,79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=181&tab=description,"Establishments primarily engaged in operating and promoting professional and semiprofessional athletic clubs; promoting athletic events, including amateur; and managing individual professional athletes. Stadiums and athletic fields are included only if the operator is actually engaged in the promotion of athletic events. Establishments primarily engaged in operating stadiums and athletic fields are classified in Real Estate, Industry Group 651. Amateur sports and athletic clubs are classified in Industry Group 799. ","Arenas, boxing and wrestling (sports promotional): professional
Athletic field operation (sports promotion)
Baseball club, professional or semi-professional
Basketball club, professional or semi-professional
Football club, professional or semi-professional
Ice hockey clubs, professional or semi-professional
Managers of individual professional athletes
Professional or semiprofessional sports clubs
Promoters, sports events
Soccer clubs, professional or semi-professional
Sports field operation (sports promotion)
Sports promotion: baseball, football, boxing, etc.
Stadiums (sports promotion)"
7948,"Racing, Including Track Operation",79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=182&tab=description,"Promoters and participants in racing activities, including racetrack operators, operators of racing stables, jockeys, racehorse trainers, and race car owners and operators. ","Dog racing
Dragstrip operation
Horses, race: training
Horses, racing of
Jockeys, horse racing
Motorcycle racing
Race car drivers and owners
Racetrack operation: e.g. horse, dog, auto
Racing stables, operation of
Speedway operation
Stock car racing
Training racehorses"
7991,Physical Fitness Facilities,79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=183&tab=description,"Establishments primarily engaged in operating reducing and other health clubs, spas, and similar facilities featuring exercise and other active physical fitness conditioning, whether or not on a membership basis. Also included in this industry are establishments providing aerobic dance and exercise classes. Sports and recreation clubs are classified in Industry 7997 if operated on a membership basis, and in Industries 7992 or 7999 if open to the general public. Health resorts and spas providing lodging are classified in 
",
7992,Public Golf Courses,79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=184&tab=description,Establishments primarily engaged in the operation of golf courses open to the general public on a contract or fee basis. Membership golf and country clubs are classified in Industry 7997. Miniature golf courses and golf driving ranges are classified in Industry 7999. ,"Golf club, nonmembership
Golf courses, public: operation of"
7993,Coin-Operated Amusement Devices,79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=185&tab=description,"Establishments primarily engaged in operating coin-operated amusement devices, either in their own or in other places of business. Such amusement devices include juke boxes, pinball machines, mechanical games, slot machines, and similar types of amusement equipment. Amusement (including video game) arcades and parlors are also included in this industry. ","Amusement device parlors, coin-operated
Amusement machines, coin-operated: operation of
Arcades, amusement
Gambling establishments primarily operating coin-operated machines
Gambling machines, coin-operated: operation of
Juke boxes, operation of
Mechanical games, coin-operated: operation of
Music distribution systems, coin-operated
Pinball machines, operation of
Slot machines, operation of
Video game arcades"
7996,Amusement Parks,79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=186&tab=description,"Establishments of the type known as amusement parks and kiddie parks which group together and operate in whole or in part a number of attractions, such as mechanical rides, amusement devices, refreshment stands, and picnic grounds. Amusement concessionaires operating within the park are generally classified in Industry 7999. ","Amusement centers and parks (not fairs, circuses, or carnivals)
Amusement parks
Kiddie parks
Piers, amusement
Theme parks, amusement"
7997,Membership Sports and Recreation Clubs,79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=187&tab=description,"Sports and recreation clubs which are restricted to use by members and their guests. Country, golf, tennis, yacht, and amateur sports and recreation clubs are included in this industry. Physical fitness facilities are classified in Industry 7991. ","Aviation clubs, membership
Baseball clubs except professional and semiprofessional
Bathing beaches, membership
Beach clubs, membership
Boating clubs, membership
Bowling leagues or teams, except professional and semiprofessional
Bridge clubs, membership
Club, membership: sports and recreation, except physical fitness
Country clubs, membership
Flying fields maintained by aviation club
Football club, except professional and semiprofessional
Golf clubs, membership
Gun clubs, membership
Handball clubs, membership
Hockey clubs, except professional and semiprofessional
Hunt clubs, membership
Racquetball clubs, membership
Recreation and sports club, membership: except physical fitness
Riding clubs, membership
Shooting clubs, membership
Soccer clubs, except professional and semiprofessional
Sports and recreation clubs, membership: except physical fitness
Swimming clubs, membership
Tennis clubs, membership
Yacht clubs, membership"
7999,"Amusement and Recreation Services, Not Elsewhere Classified",79,Amusement And Recreation Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=188&tab=description,"Establishments primarily engaged in the operation of sports, amusement, and recreation services, not elsewhere classified, such as bathing beaches, swimming pools, riding academies and schools, carnival operation, exposition operation, horse shows, picnic grounds operation, rental of rowboats and canoes, and shooting galleries. Establishments primarily engaged in showing or handling animals at shows or exhibitions are classified in Agricultural Services, Industry Group 075. ","Aerial tramways, amusement or scenic
Amusement concessions
Amusement rides
Animal shows in circuses, fairs, and carnivals
Archery ranges, operation of
Astrologers
Baseball instruction schools
Basketball instruction schools
Bath houses, independently operated
Bathing beaches, public
Betting information services
Billiard parlors
Bingo parlors
Boat rental, pleasure
Boats, party fishing: operation of
Bookies
Bookmakers, race
Bowling instruction
Bridge club, nonmembership
Bridge instruction
Cable lifts, amusement or scenic: operated separately from lodges
Canoe rental
Card rooms
Carnival operation
Cave operation
Circus companies
Concession operators, amusement devices and rides
Day camps
Exhibition operation
Exposition operation
Fairs, agricultural: operation of
Fireworks display service
Fishing piers ant lakes, operation of
Fortune tellers
Gambling establishments not primarily operating coin-operated
Gambling machines, except coin-operated operation of
Game parlors, except coin-operated
Games, teaching of
Gocart raceway operation
Gocart rentals
Golf courses, miniature operation of
Golf driving ranges
Golf professionals not operating retail stores
Golf, pitch-n-putt
Gymnastics instruction
Handball courts, except membership club
Horse shows
Houseboat rentals
Hunting guides
Ice skating rink operation
Judo instruction
Karate instruction
Lifeguard service
Lotteries, operation of
Lottery club and ticket sales to individuals
Moped rental
Motorcycle rental
Natural wonders, tourist attraction: commercial
Observation tower operation
Off-track betting
Pack trains for amusement
Parachute training for pleasure
Phrenologists
Picnic grounds operation
Ping pong parlors
Pool parlors
Racquetball courts, except membership clubs
Rental of beach chairs and accessories
Rental of bicycles
Rental of golf carts
Rental of rowboats and canoes
Rental of saddle horses
Riding academies and schools
Riding stables
River rafting, operation of
Rodeo animal rental
Rodeos, operation of
Roller skating rink operation
Scenic railroads for amusement
Schools and camps, sports instructional
Scuba and skin diving instruction
Shooting galleries
Shooting ranges, operation of
Skating instruction, ice or roller
Skeet shooting facilities, except membership clubs
Ski instruction
Ski lifts, cable lifts, and ski tows operated separately from lodges
Ski rental concessions
Slot-car racetracks
Sporting goods rental
Sports instructors, professional: golf, skiing, swimming, etc.
Sports professionals
Swimming instruction
Swimming pools, except membership
Tennis clubs, nonmembership
Tennis courts, outdoor and indoor operation of, nonmembership
Tennis professionals
Ticket sales offices for sporting events, contract
Tourist attractions, natural wonder commercial
Tourist guides
Trampoline operation
Trapshooting facilities, except membership club
Waterslides, operation of
Wave pools, operation of
Wax figure exhibitions
Yoga instruction"
8011,Offices and Clinics of Doctors of Medicine,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=189&tab=description,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry. Osteopathic physicians are classified in Industry 8031. ,"Ambulatory surgical centers
Anesthesiologists, offices of
Clinics of physicians (M.D.)
Dermatologists, offices of
Freestanding emergency medical (M.D.) centers
Gynecologists, offices of
Neurologists, offices of
Obstetricians, offices of
Oculists, offices of
Ophthalmologists, offices of
Orthopedic physicians, offices of
Pathologists (M.D.), offices of
Pediatricians, offices of
Physicians (M.D.), including specialists: offices and clinics of
Plastic surgeons, offices of
Primary care medical (M.D.) clinics
Psychiatrists, offices of
Psychoanalysts, offices of
Radiologists, offices of
Surgeons (M.D.), offices of
Urologists, offices of"
8021,Offices and Clinics of Dentists,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=190&tab=description,"Establishments of licensed practitioners having the degree of D.M.D. or D.D.S. (or D.D.Sc.) and engaged in the practice of general or specialized dentistry, including dental surgery. Establishments operating as clinics of dentists are included in this industry. ","Clinics of dentists
Dental surgeons, offices of
Dentists, offices and clinics of
Endodontists, offices of
Oral pathologists, offices of
Orthodontists, offices of
Pathologists, oral: offices of
Periodontists, offices of
Prosthodontists, offices of"
8031,Offices and Clinics of Doctors of Osteopathy,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=191&tab=description,Establishments of licensed practitioners having the degree of D.O. and engaged in the practice of general or specialized osteopathic medicine and surgery. Establishments operating as clinics of osteopathic physicians are included in this industry. ,"Osteopathic physicians, offices and clinics of"
8041,Offices and Clinics of Chiropractors,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=192&tab=description,Establishments of licensed practitioners having the degree of D.C. and engaged in the practice of chiropractic medicine. Establishments operating as clinics of chiropractors are included in this industry. ,"Chiropractors, offices and clinics of
Clinics of chiropractors"
8042,Offices and Clinics of Optometrists,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=193&tab=description,Establishments of licensed practitioners having the degree of O.D. and engaged in the practice of optometry. Establishments operating as clinics of optometrists are included in this industry. ,"Optometrists, offices and clinics of"
8043,Offices and Clinics of Podiatrists,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=194&tab=description,Establishments of licensed practitioners having the degree of D.P. and engaged in the practice of podiatry. Establishments operating as clinics of podiatrists are included in this industry. ,"Podiatrists, offices and clinics of"
8051,Skilled Nursing Care Facilities,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=195&tab=description,"Establishments primarily engaged in providing inpatient nursing and rehabilitative services to patients who require continuous health care, but not hospital services. Care must be ordered by and under the direction of a physician. The staff must include a licensed nurse on duty continuously with a minimum of one full-time registered nurse on duty during each day shift. Included are establishments certified to deliver skilled nursing care under the Medicare and Medicaid programs. ","Convalescent homes with continuous nursing care
Extended care facilities
Mental retardation hospitals
Nursing homes, skilled"
8052,Intermediate Care Facilities,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=196&tab=description,"Establishments primarily engaged in providing inpatient nursing and rehabilitative services, but not on a continuous basis. Staffing must include 24-hour per day personnel with a licensed nurse on duty full-time during each day shift. At least once a week, consultation from a registered nurse on the delivery of care is required. Included are facilities certified to deliver intermediate care under the Medicaid program. ","Intermediate care facilities
Nursing homes, intermediate care"
8062,General Medical and Surgical Hospitals,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=197&tab=description,Establishments primarily engaged in providing general medical and surgical services and other hospital services. Specialty hospitals are classified in Industries 8063 and 8069. ,General medical and surgical hospitals
8063,Psychiatric Hospitals,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=198&tab=description,"Establishments primarily engaged in providing diagnostic medical services and inpatient treatment for the mentally ill. Establishments, known as hospitals, primarily engaged in providing health care for the mentally retarded are classified in Industry 8051. ","Mental hospitals, except for the mentally retarded
Psychiatric hospitals"
8071,Medical Laboratories,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=199&tab=description,"Establishments primarily engaged in providing professional analytic or diagnostic services to the medical profession, or to the patient on prescription of a physician. ","Bacteriological laboratories (not manufacturing)
Biological laboratories (not manufacturing)
Blood analysis laboratories
Chemists, biological: (not manufacturing) laboratories of
Dental laboratories, X-ray
Medical laboratories, clinical
Pathological laboratories
Testing laboratories, medical: analytic or diagnostic
Urinalysis laboratories"
8072,Dental Laboratories,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=200&tab=description,"Establishments primarily engaged in making dentures, artificial teeth, and orthodontic appliances to order for the dental profession. Establishments primarily engaged in manufacturing artificial teeth, except to order, are classified in Manufacturing, Industry 3843, and those providing dental X-ray laboratory services are classified in Industry 8071. ","Crowns and bridges made in dental laboratories to order for the
Dental laboratories, except X-ray
Dentures made in dental laboratories to order for the profession
Orthodontic appliances made in dental laboratories to order for the
Teeth, artificial: made in dental laboratories to order for the"
8092,Kidney Dialysis Centers,80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=201&tab=description,Establishments primarily engaged in providing kidney or renal dialysis services. Offices and clinics of doctors of medicine are classified in Industry 8011. ,Kidney dialysis centers
8093,"Specialty Outpatient Facilities, Not Elsewhere Classified",80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=202&tab=description,"Establishments primarily engaged in outpatient care of a specialized nature with permanent facilities and with medical staff to  provide diagnosis, treatment, or both for patients who are ambulatory and do not require inpatient care. Offices and clinics of health practitioners are classified according to their primary activity in Industry Groups 801 through 804. ","Alcohol treatment, outpatient clinics
Biofeedback centers
Birth control clinics (family planning)
Drug treatment, outpatient clinics
Outpatient detoxification centers
Outpatient mental health clinics
Outpatient treatment clinics for alcoholism and drug addiction
Rehabilitation centers, outpatient (medical treatment)
Respiratory therapy clinics"
8099,"Health and Allied Services, Not Elsewhere Classified",80,Health Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=203&tab=description,"Establishments primarily engaged in providing health and allied services, not elsewhere classified. Offices and clinics of health practitioners are classified according to their primary activity in Industry Groups 801 through 804. ","Artists, medical
Blood banks
Blood donor stations
Childbirth preparation classes
Health screening service
Hearing testing service
Insurance physical examination service, except by physicians
Medical photography and art
Osteoporosis centers
Oxygen tent service
Physical examination service, except by physicians
Plasmapheresis Centers
Sperm banks"
8211,Elementary and Secondary Schools,82,Educational Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=204&tab=description,"Elementary and secondary schools furnishing academic courses, ordinarily for kindergarten through grade 12. Included in this industry are parochial schools and military academies furnishing academic courses for kindergarten through grade 12, and secondary schools which furnish both academic and technical courses. ","Academies, elementary and secondary schools
Boarding schools
Finishing schools, secondary
High schools
Kindergartens
Military academies elementary and secondary level
Parochial schools, elementary and secondary
Preparatory schools
Schools for the physically handicapped, elementary and secondary
Schools for the disabled
Schools, elementary and secondary
Seminaries, below university grade
Vocational high schools"
8221,"Colleges, Universities, and Professional Schools",82,Educational Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=205&tab=description,"Colleges, universities, and professional schools furnishing academic courses and granting academic degrees. The requirement for  admission is at least a high school diploma or equivalent general academic training. ","Colleges except junior
Professional schools: eg dental engineering law medical
Seminaries theological
Service academies (college)
Theological seminaries
Universities"
8222,Junior Colleges and Technical Institutes,82,Educational Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=206&tab=description,"Junior colleges and technical institutes furnishing academic, or academic and technical, courses and granting associate academic degrees, certificates, or diplomas. The requirement for admission is at least a high school diploma or equivalent general academic training. Schools having junior college grades in conjunction with secondary grades are classified in Industry 8211. ","Community colleges (junior)
Junior colleges
Technical institutes"
8231,Libraries,82,Educational Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=207&tab=description,"Establishments primarily engaged in providing library services, including the circulation of books and other materials for reading, study, and reference. Establishments primarily engaged in operating motion picture film libraries are classified in Industry 7829. ","Centers for documentation
Circulating libraries
Lending libraries
Libraries, printed matter
Rental of books"
8243,Data Processing Schools,82,Educational Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=208&tab=description,"Establishments primarily engaged in offering data processing courses or training in computer programming and in computer and computer peripheral equipment operation, maintenance, and repair. Schools offering an academic degree in computer sciences are classified in Industry Group 822. ","Computer operator training
Computer repair training
Computer software training
Data processing schools"
8244,Business and Secretarial Schools,82,Educational Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=209&tab=description,"Establishments primarily engaged in offering courses in business machine operation, office procedures, and secretarial and stenographic skills. Schools offering academic degrees are classified in Industry Groups 821 and 822. ","Business colleges and schools, not of college grade
Court reporting schools
Secretarial schools"
8249,"Vocational Schools, Not Elsewhere Classified",82,Educational Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=210&tab=description,"Establishments primarily engaged in offering specialized vocational courses, not elsewhere classified. Also included in this industry are establishments primarily engaged in furnishing educational courses by mail. Offices maintained by such schools for the sale of correspondence courses are included. Beauty schools are classified in Industry 7231, and barber schools are classified in Industry 7241. Establishments primarily engaged in offering flying instruction are classified in Industry 8299. Schools offering academic degrees are classified in Industry Groups 821 and 822. ","Aviation schools, excluding flying instruction
Banking schools (training in banking)
Commercial art schools
Construction equipment operation schools
Correspondence schools, including branch offices and solicitors
Nursing schools, practical
Real estate schools
Restaurant operation schools
Trade schools
Truck driving schools
Vocational apprenticeship training
Vocational schools: except high schools, data processing, or business"
8299,"Schools and Educational Services, Not Elsewhere Classified",82,Educational Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=211&tab=description,"Establishments primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling. Establishments primarily engaged in operating dance schools are classified in Industry 7911, and those providing rehabilitation counseling are classified in Industry 8331. ","Art schools, except commercial
Automobile driving instruction
Baton instruction
Bible schools, not operated by churches
Ceramics schools
Charm schools
Civil service schools
Continuing education programs
Cooking schools
Curriculum development, educational
Diction schools
Drama schools
Finishing schools, charm and modeling
Flying instruction
Hypnosis schools
Language schools
Modeling schools, clothes
Music schools
Personal development schools
Public speaking schools
Reading schools
Speed reading courses
Student exchange programs
Survival schools
Tutoring
Vocational counseling, except rehabilitation counseling"
8331,Job Training and Vocational Rehabilitation Services,83,Social Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=212&tab=description,"Establishments primarily engaged in providing manpower training and vocational rehabilitation and habilitation services for the unemployed, the underemployed, the handicapped, and to persons who have a job market disadvantage because of lack of education, job skill or experience. Included are upgrading and jobÄdevelopment services, skill training, world-of-work orientation, and vocational rehabilitation counseling. This industry includes offices of specialists providing rehabilitation and job counseling. Also included are establishments primarily engaged in providing work experience for rehabilitees. ","Community service employment training programs
Job counseling
Job training
Manpower training
Rehabilitation counseling and training, vocational
Sheltered workshops
Skill training centers
Vocational rehabilitation agencies
Vocational rehabilitation counseling
Vocational training agencies, except schools
Work experience centers"
8351,Child Day Care Services,83,Social Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=213&tab=description,"Establishments primarily engaged in the care of infants or children, or in providing prekindergarten education, where medical care or delinquency correction is not a major element. These establishments may or may not have substantial educational programs. These establishments generally care for prekindergarten or preschool children, but may care for older children when they are not in school. Establishments providing babysitting services are classified in Industry 7299. Head Start centers operating in conjunction with elementary schools are classified in Industry 8211. ","Child care centers
Day care centers, child
Group day care centers, child
Head Start centers, except in conjunction with schools
Nursery schools
Preschool centers"
8399,"Social Services, Not Elsewhere Classified",83,Social Services,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=214&tab=description,"Establishments primarily engaged in providing social services, not elsewhere classified, including establishments primarily engaged in community improvement and social change. Organizations primarily engaged in soliciting contributions on their own account and administering appropriations and allocating funds among other agencies engaged in social welfare services are also included, but foundations and philanthropic trusts are classified in Finance, Industry 6732. Civic, social, and fraternal organizations are classified in Industry 8641; political organizations are classified in Industry 8651; and establishments which raise funds on a contract basis are classified in Industry 7389. ","Advocacy groups
Antipoverty boards
Community action agencies
Community chests
Community development groups
Councils for social agencies, exceptional children, and poverty
Fundraising organizations, except on a contract or fee basis
Health and welfare councils
Health systems agencies
Regional planning organizations, for social services
Social change associations
Social service information exchanges: e.g., alcoholism, drug addiction
United fund councils"
8412,Museums and Art Galleries,84,"Museums, Art Galleries, And Botanical And Zoological Gardens",I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=215&tab=description,"Establishments primarily engaged in the operation of museums and art galleries. Art galleries and dealers primarily engaged in selling to the general public are classified in Retail Trade, Industries 5932 and 5999. ","Art galleries, not primarily selling           Museums
Planetaria"
8422,Arboreta and Botanical or Zoological Gardens,84,"Museums, Art Galleries, And Botanical And Zoological Gardens",I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=216&tab=description,Establishments primarily engaged in the operation of arboreta and of botanical or zoological gardens and exhibits. ,"Animal exhibits
Aquariums
Arboreta
Botanical gardens
Reptile exhibits
Zoological gardens"
8621,Professional Membership Organizations,86,Membership Organizations,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=217&tab=description,Membership organizations of professional persons for the advancement of the interests of their profession. ,"Bar associations
Dental associations
Engineering associations
Medical associations
Professional membership organizations
Professional standards review boards
Scientific membership associations"
8651,Political Organizations,86,Membership Organizations,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=218&tab=description,"Membership organizations established to promote the interests of a national, State, or local political party or candidate. Also included are political groups organized to raise funds for a political party or individual candidates. Fundraising organizations operating on a contract or fee basis are classified in Industry 7389. ","Political Action Committees (PACs)
Political campaign organizations
Political fundraising, except on a contract or fee basis
Political organizations and club"
8661,Religious Organizations,86,Membership Organizations,I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=219&tab=description,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media. Establishments of such religious groups which produce taped religious programming for television are classified in Industry 7812, and those which produce live religious programs are classified in Industry 7922. Establishments of such groups which operate radio or television stations are classified in Communications, Major Group 48. ","Churches
Convents
Monasteries
Religious instruction, provided by religious organizations
Religious organizations
Shrines, religious
Temples"
8711,Engineering Services,87,"Engineering, Accounting, Research, Management, And Related Services",I,Services,https://www.osha.gov/pls/imis/sic_manual.display?id=220&tab=description,"Establishments primarily engaged in providing professional engineering services. Establishments primarily providing and supervising their own engineering staff on temporary contract to other firms are included in this industry. Establishments providing engineering personnel, but not general supervision, are classified in Industry 7363. Establishments primarily engaged in providing architectural engineering services are classified in Industry 8712, and those providing photogrammetric engineering services are classified in Industry 8713. ","Designing ship, boat, and machine
Engineering services: industrial, civil, electrical, mechanical,
Machine tool designers
Marine engineering services
Petroleum engineering services"
