sic_code,sic_group_name,fama_sic_start,fama_sic_end,sic_fama_desc,fama_ind49,fama_grpdesc
8093,"Specialty Outpatient Facilities, Not Elsewhere Classified",8000,8099,Services - health,11,Hlth Healthcare
8093,Industrial Applications and Services,8000,8099,Services - health,11,Hlth Healthcare
8099,"Health and Allied Services, Not Elsewhere Classified",8000,8099,Services - health,11,Hlth Healthcare
3841,Surgical and Medical Instruments and Apparatus,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3841,Industrial Applications and Services,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3842,Industrial Applications and Services,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3843,Dental Equipment and Supplies,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3843,Industrial Applications and Services,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3844,Industrial Applications and Services,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3845,Electromedical and Electrotherapeutic Apparatus,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3845,Industrial Applications and Services,3840,3849,"Surgical, medical, and dental instruments and supplies",12,MedEq Medical Equipment
3851,Ophthalmic Goods,3850,3851,Ophthalmic goods,12,MedEq Medical Equipment
3851,Industrial Applications and Services,3850,3851,Ophthalmic goods,12,MedEq Medical Equipment
2833,Medicinal Chemicals and Botanical Products,2833,2833,Medicinal chemicals,13,Drugs Pharmaceutical Products
2833,Office of Life Sciences,2833,2833,Medicinal chemicals,13,Drugs Pharmaceutical Products
2834,Pharmaceutical Preparations,2834,2834,Pharmaceutical preparations,13,Drugs Pharmaceutical Products
2834,Office of Life Sciences,2834,2834,Pharmaceutical preparations,13,Drugs Pharmaceutical Products
2835,In Vitro and In Vivo Diagnostic Substances,2835,2835,"In vitro, in vivo diagnostic substances",13,Drugs Pharmaceutical Products
2835,Office of Life Sciences,2835,2835,"In vitro, in vivo diagnostic substances",13,Drugs Pharmaceutical Products
2836,"Biological Products, Except Diagnostic Substances",2836,2836,"Biological products, except diagnostic substances",13,Drugs Pharmaceutical Products
2836,Office of Life Sciences,2836,2836,"Biological products, except diagnostic substances",13,Drugs Pharmaceutical Products
2800,Industrial Applications and Services,2800,2809,Chemicals and allied products,14,Chems Chemicals
2810,Industrial Applications and Services,2810,2819,Industrial inorganic chemicals,14,Chems Chemicals
2812,Alkalies and Chlorine,2810,2819,Industrial inorganic chemicals,14,Chems Chemicals
2813,Industrial Gases,2810,2819,Industrial inorganic chemicals,14,Chems Chemicals
2816,Inorganic Pigments,2810,2819,Industrial inorganic chemicals,14,Chems Chemicals
2819,"Industrial Inorganic Chemicals, Not Elsewhere Classified",2810,2819,Industrial inorganic chemicals,14,Chems Chemicals
2820,Industrial Applications and Services,2820,2829,Plastic material & synthetic resin/rubber,14,Chems Chemicals
2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elastomers",2820,2829,Plastic material & synthetic resin/rubber,14,Chems Chemicals
2821,Industrial Applications and Services,2820,2829,Plastic material & synthetic resin/rubber,14,Chems Chemicals
2822,Synthetic Rubber (Vulcanizable Elastomers),2820,2829,Plastic material & synthetic resin/rubber,14,Chems Chemicals
2823,Cellulosic Manmade Fibers,2820,2829,Plastic material & synthetic resin/rubber,14,Chems Chemicals
2824,"Manmade Organic Fibers, Except Cellulosic",2820,2829,Plastic material & synthetic resin/rubber,14,Chems Chemicals
2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products",2850,2859,Paints,14,Chems Chemicals
2851,Industrial Applications and Services,2850,2859,Paints,14,Chems Chemicals
2860,Industrial Applications and Services,2860,2869,Industrial organic chemicals,14,Chems Chemicals
2861,Gum and Wood Chemicals,2860,2869,Industrial organic chemicals,14,Chems Chemicals
2865,"Cyclic Organic Crudes and Intermediates, and Organic Dyes and Pigments",2860,2869,Industrial organic chemicals,14,Chems Chemicals
2869,"Industrial Organic Chemicals, Not Elsewhere Classified",2860,2869,Industrial organic chemicals,14,Chems Chemicals
2870,Industrial Applications and Services,2870,2879,Agriculture chemicals,14,Chems Chemicals
2873,Nitrogenous Fertilizers,2870,2879,Agriculture chemicals,14,Chems Chemicals
2874,Phosphatic Fertilizers,2870,2879,Agriculture chemicals,14,Chems Chemicals
2875,"Fertilizers, Mixing Only",2870,2879,Agriculture chemicals,14,Chems Chemicals
2879,"Pesticides and Agricultural Chemicals, Not Elsewhere Classified",2870,2879,Agriculture chemicals,14,Chems Chemicals
2890,Industrial Applications and Services,2890,2899,Misc chemical products,14,Chems Chemicals
2891,Adhesives and Sealants,2890,2899,Misc chemical products,14,Chems Chemicals
2891,Industrial Applications and Services,2890,2899,Misc chemical products,14,Chems Chemicals
2892,Explosives,2890,2899,Misc chemical products,14,Chems Chemicals
2893,Printing Ink,2890,2899,Misc chemical products,14,Chems Chemicals
2895,Carbon Black,2890,2899,Misc chemical products,14,Chems Chemicals
2899,"Chemicals and Chemical Preparations, Not Elsewhere Classified",2890,2899,Misc chemical products,14,Chems Chemicals
3050,Office of Manufacturing,3050,3053,"Gaskets, hoses, etc",15,Rubbr Rubber and Plastic Products
3052,Rubber and Plastics Hose and Belting,3050,3053,"Gaskets, hoses, etc",15,Rubbr Rubber and Plastic Products
3053,"Gaskets, Packing, and Sealing Devices",3050,3053,"Gaskets, hoses, etc",15,Rubbr Rubber and Plastic Products
3060,Office of Manufacturing,3060,3069,Fabricated rubber products,15,Rubbr Rubber and Plastic Products
3061,"Molded, Extruded, and Lathe-Cut Mechanical Rubber Goods",3060,3069,Fabricated rubber products,15,Rubbr Rubber and Plastic Products
3069,"Fabricated Rubber Products, Not Elsewhere Classified",3060,3069,Fabricated rubber products,15,Rubbr Rubber and Plastic Products
3080,Industrial Applications and Services,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3081,Unsupported Plastics Film and Sheet,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3081,Industrial Applications and Services,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3082,Unsupported Plastics Profile Shapes,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3083,"Laminated Plastics Plate, Sheet, and Profile Shapes",3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3084,Plastics Pipe,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3085,Plastics Bottles,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3086,Plastics Foam Products,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3086,Industrial Applications and Services,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3087,Custom Compounding of Purchased Plastics Resins,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3088,Plastics Plumbing Fixtures,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3089,"Plastics Products, Not Elsewhere Classified",3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
3089,Industrial Applications and Services,3080,3089,Misc plastic products,15,Rubbr Rubber and Plastic Products
2200,Office of Manufacturing,2200,2269,Textile mill products,16,Txtls Textiles
2211,"Broadwoven Fabric Mills, Cotton",2200,2269,Textile mill products,16,Txtls Textiles
2211,Office of Manufacturing,2200,2269,Textile mill products,16,Txtls Textiles
2221,"Broadwoven Fabric Mills, Manmade Fiber and Silk",2200,2269,Textile mill products,16,Txtls Textiles
2221,Office of Manufacturing,2200,2269,Textile mill products,16,Txtls Textiles
2231,"Broadwoven Fabric Mills, Wool (Including Dyeing and Finishing)",2200,2269,Textile mill products,16,Txtls Textiles
2241,"Narrow Fabric and Other Smallware Mills: Cotton, Wool, Silk, and Manmade Fiber",2200,2269,Textile mill products,16,Txtls Textiles
2250,Office of Manufacturing,2200,2269,Textile mill products,16,Txtls Textiles
2251,"Women's Full-Length and Knee-Length Hosiery, Except Socks",2200,2269,Textile mill products,16,Txtls Textiles
2252,"Hosiery, Not Elsewhere Classified",2200,2269,Textile mill products,16,Txtls Textiles
2253,Knit Outerwear Mills,2200,2269,Textile mill products,16,Txtls Textiles
2253,Office of Manufacturing,2200,2269,Textile mill products,16,Txtls Textiles
2254,Knit Underwear and Nightwear Mills,2200,2269,Textile mill products,16,Txtls Textiles
2257,Weft Knit Fabric Mills,2200,2269,Textile mill products,16,Txtls Textiles
2258,Lace and Warp Knit Fabric Mills,2200,2269,Textile mill products,16,Txtls Textiles
2259,"Knitting Mills, Not Elsewhere Classified",2200,2269,Textile mill products,16,Txtls Textiles
2261,Finishers of Broadwoven Fabrics of Cotton,2200,2269,Textile mill products,16,Txtls Textiles
2262,Finishers of Broadwoven Fabrics of Manmade Fiber and Silk,2200,2269,Textile mill products,16,Txtls Textiles
2269,"Finishers of Textiles, Not elsewhere Classified",2200,2269,Textile mill products,16,Txtls Textiles
2273,Carpets and Rugs,2270,2279,Floor covering mills,16,Txtls Textiles
2273,Office of Manufacturing,2270,2279,Floor covering mills,16,Txtls Textiles
2281,Yarn Spinning Mills,2280,2284,Yarn and thread mills,16,Txtls Textiles
2282,"Yarn Texturizing, Throwing, Twisting, and Winding Mills",2280,2284,Yarn and thread mills,16,Txtls Textiles
2284,Thread Mills,2280,2284,Yarn and thread mills,16,Txtls Textiles
2295,"Coated Fabrics, Not Rubberized",2290,2295,Misc textile goods,16,Txtls Textiles
2297,Non-woven Fabrics,2297,2297,Non-woven fabrics,16,Txtls Textiles
2298,Cordage and Twine,2298,2298,Cordage and twine,16,Txtls Textiles
2299,"Textile goods, Not Elsewhere Classified",2299,2299,Misc textile products,16,Txtls Textiles
2393,Textile Bags,2393,2395,"Textile bags, canvas products",16,Txtls Textiles
2394,Canvas and Related Products,2393,2395,"Textile bags, canvas products",16,Txtls Textiles
2395,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade",2393,2395,"Textile bags, canvas products",16,Txtls Textiles
2397,Schiffli Machine Embroideries,2397,2399,Misc textile products,16,Txtls Textiles
2399,"Fabricated Textile Products, Not Elsewhere Classified",2397,2399,Misc textile products,16,Txtls Textiles
800,Industrial Applications and Services,800,899,Forestry,17,BldMt Construction Materials
811,Timber Tracts,800,899,Forestry,17,BldMt Construction Materials
831,Forest Nurseries and Gathering of Forest Products,800,899,Forestry,17,BldMt Construction Materials
851,Forestry Services,800,899,Forestry,17,BldMt Construction Materials
2400,Office of Manufacturing,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2411,Logging,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2421,"Sawmills and Planing Mills, General",2400,2439,Lumber and wood products,17,BldMt Construction Materials
2421,Office of Manufacturing,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2426,Hardwood Dimension and Flooring Mills,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2429,"Special Product Sawmills, Not Elsewhere Classified",2400,2439,Lumber and wood products,17,BldMt Construction Materials
2430,Office of Manufacturing,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2431,Millwork,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2434,Wood Kitchen Cabinets,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2435,Hardwood Veneer and Plywood,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2436,Softwood Veneer and Plywood,2400,2439,Lumber and wood products,17,BldMt Construction Materials
2439,"Structural Wood Members, Not Elsewhere Classified",2400,2439,Lumber and wood products,17,BldMt Construction Materials
2451,Mobile Homes,2450,2459,Wood buildings & mobile homes,17,BldMt Construction Materials
2451,Office of Manufacturing,2450,2459,Wood buildings & mobile homes,17,BldMt Construction Materials
2452,Prefabricated Wood Buildings and Components,2450,2459,Wood buildings & mobile homes,17,BldMt Construction Materials
2452,Office of Manufacturing,2450,2459,Wood buildings & mobile homes,17,BldMt Construction Materials
2491,Wood Preserving,2490,2499,Misc wood products,17,BldMt Construction Materials
2493,Reconstituted Wood Products,2490,2499,Misc wood products,17,BldMt Construction Materials
2499,"Wood Products, Not Elsewhere Classified",2490,2499,Misc wood products,17,BldMt Construction Materials
2950,Office of Energy & Transportation,2950,2952,Paving & roofing materials,17,BldMt Construction Materials
2951,Asphalt Paving Mixtures and Blocks,2950,2952,Paving & roofing materials,17,BldMt Construction Materials
2952,Asphalt Felts and Coatings,2950,2952,Paving & roofing materials,17,BldMt Construction Materials
3211,Flat Glass,3210,3211,Flat glass,17,BldMt Construction Materials
3211,Office of Manufacturing,3210,3211,Flat glass,17,BldMt Construction Materials
3241,"Cement, Hydraulic",3240,3241,"Cement, hydraulic",17,BldMt Construction Materials
3241,Office of Manufacturing,3240,3241,"Cement, hydraulic",17,BldMt Construction Materials
3250,Office of Manufacturing,3250,3259,Structural clay products,17,BldMt Construction Materials
3251,Brick and Structural Clay Tile,3250,3259,Structural clay products,17,BldMt Construction Materials
3253,Ceramic Wall and Floor Tile,3250,3259,Structural clay products,17,BldMt Construction Materials
3255,Clay Refractories,3250,3259,Structural clay products,17,BldMt Construction Materials
3259,"Structural Clay Products, Not Elsewhere Classified",3250,3259,Structural clay products,17,BldMt Construction Materials
3261,Vitreous China Plumbing Fixtures and China and Earthenware Fittings and Bathroom Accessories,3261,3261,Vitreous china plumbing fixtures,17,BldMt Construction Materials
3264,Porcelain Electrical Supplies,3264,3264,Porcelain electrical supplies,17,BldMt Construction Materials
3270,Office of Manufacturing,3270,3275,"Concrete, gypsum & plaster products",17,BldMt Construction Materials
3271,Concrete Block and Brick,3270,3275,"Concrete, gypsum & plaster products",17,BldMt Construction Materials
3272,"Concrete Products, Except Block and Brick",3270,3275,"Concrete, gypsum & plaster products",17,BldMt Construction Materials
3272,Office of Manufacturing,3270,3275,"Concrete, gypsum & plaster products",17,BldMt Construction Materials
3273,Ready-Mixed Concrete,3270,3275,"Concrete, gypsum & plaster products",17,BldMt Construction Materials
3274,Lime,3270,3275,"Concrete, gypsum & plaster products",17,BldMt Construction Materials
3275,Gypsum Products,3270,3275,"Concrete, gypsum & plaster products",17,BldMt Construction Materials
3281,Cut Stone and Stone Products,3280,3281,Cut stone and stone products,17,BldMt Construction Materials
3281,Office of Manufacturing,3280,3281,Cut stone and stone products,17,BldMt Construction Materials
3290,Office of Manufacturing,3290,3293,Abrasive and asbestos products,17,BldMt Construction Materials
3291,Abrasive Products,3290,3293,Abrasive and asbestos products,17,BldMt Construction Materials
3292,Asbestos Products,3290,3293,Abrasive and asbestos products,17,BldMt Construction Materials
3295,"Minerals and Earths, Ground or Otherwise Treated",3295,3299,Misc nonmetallic mineral products,17,BldMt Construction Materials
3296,Mineral Wool,3295,3299,Misc nonmetallic mineral products,17,BldMt Construction Materials
3297,Nonclay Refractories,3295,3299,Misc nonmetallic mineral products,17,BldMt Construction Materials
3299,"Nonmetallic Mineral Products, Not Elsewhere Classified",3295,3299,Misc nonmetallic mineral products,17,BldMt Construction Materials
3420,Office of Manufacturing,3420,3429,"Cutlery, hand tools and general hardware",17,BldMt Construction Materials
3421,Cutlery,3420,3429,"Cutlery, hand tools and general hardware",17,BldMt Construction Materials
3423,"Hand and Edge Tools, Except Machine Tools and Handsaws",3420,3429,"Cutlery, hand tools and general hardware",17,BldMt Construction Materials
3425,Saw Blades and Handsaws,3420,3429,"Cutlery, hand tools and general hardware",17,BldMt Construction Materials
3429,"Hardware, Not Elsewhere Classified",3420,3429,"Cutlery, hand tools and general hardware",17,BldMt Construction Materials
3430,Office of Manufacturing,3430,3433,Heating equipment & plumbing fixtures,17,BldMt Construction Materials
3431,Enameled Iron and Metal Sanitary Ware,3430,3433,Heating equipment & plumbing fixtures,17,BldMt Construction Materials
3432,Plumbing Fixture Fittings and Trim,3430,3433,Heating equipment & plumbing fixtures,17,BldMt Construction Materials
3433,"Heating Equipment, Except Electric and Warm Air Furnaces",3430,3433,Heating equipment & plumbing fixtures,17,BldMt Construction Materials
3433,Office of Manufacturing,3430,3433,Heating equipment & plumbing fixtures,17,BldMt Construction Materials
3440,Office of Manufacturing,3440,3441,Fabricated structural metal products,17,BldMt Construction Materials
3441,Fabricated Structural Metal,3440,3441,Fabricated structural metal products,17,BldMt Construction Materials
3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing",3442,3442,"Metal doors, frames",17,BldMt Construction Materials
3442,Office of Manufacturing,3442,3442,"Metal doors, frames",17,BldMt Construction Materials
3446,Architectural and Ornamental Metal Work,3446,3446,Architectural or ornamental metal work,17,BldMt Construction Materials
3448,Prefabricated Metal Buildings and Components,3448,3448,Prefabricated metal buildings and components,17,BldMt Construction Materials
3448,Office of Manufacturing,3448,3448,Prefabricated metal buildings and components,17,BldMt Construction Materials
3449,Miscellaneous Structural Metal Work,3449,3449,Misc structural metal work,17,BldMt Construction Materials
3451,Screw Machine Products,3450,3451,Screw machine products,17,BldMt Construction Materials
3451,Office of Manufacturing,3450,3451,Screw machine products,17,BldMt Construction Materials
3452,"Bolts, Nuts, Screws, Rivets, and Washers",3452,3452,"Bolts, nuts, screws, rivets and washers",17,BldMt Construction Materials
3452,Office of Manufacturing,3452,3452,"Bolts, nuts, screws, rivets and washers",17,BldMt Construction Materials
3490,Office of Manufacturing,3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3491,Industrial Valves,3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3492,Fluid Power Valves and Hose Fittings,3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3493,"Steel Springs, Except Wire",3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3494,"Valves and Pipe Fittings, Not Elsewhere Classified",3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3495,Wire Springs,3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3496,Miscellaneous Fabricated Wire Products,3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3497,Metal Foil and Leaf,3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3498,Fabricated Pipe and Pipe Fittings,3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3499,"Fabricated Metal Products, Not Elsewhere Classified",3490,3499,Misc fabricated metal products,17,BldMt Construction Materials
3996,"Linoleum, Asphalted-Felt-Base, and Other Hard Surface Floor Coverings, Not Elsewhere Classified",3996,3996,Hard surface floor coverings,17,BldMt Construction Materials
1520,Office of Real Estate & Construction,1520,1529,General building contractors - residential,18,Cnstr Construction
1521,General Contractors-Single-Family Houses,1520,1529,General building contractors - residential,18,Cnstr Construction
1522,"General Contractors-Residential Buildings, Other Than Single-Family",1520,1529,General building contractors - residential,18,Cnstr Construction
1531,Operative Builders,1530,1539,Operative builders,18,Cnstr Construction
1531,Office of Real Estate & Construction,1530,1539,Operative builders,18,Cnstr Construction
1540,Office of Real Estate & Construction,1540,1549,General building contractors - non-residential,18,Cnstr Construction
1541,General Contractors-Industrial Buildings and Warehouses,1540,1549,General building contractors - non-residential,18,Cnstr Construction
1542,"General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses",1540,1549,General building contractors - non-residential,18,Cnstr Construction
1600,Office of Real Estate & Construction,1600,1699,Heavy construction - not building contractors,18,Cnstr Construction
1611,"Highway and Street Construction, Except Elevated Highways",1600,1699,Heavy construction - not building contractors,18,Cnstr Construction
1622,"Bridge, Tunnel, and Elevated Highway Construction",1600,1699,Heavy construction - not building contractors,18,Cnstr Construction
1623,"Water, Sewer, Pipeline, and Communications and Power Line Construction",1600,1699,Heavy construction - not building contractors,18,Cnstr Construction
1623,Office of Real Estate & Construction,1600,1699,Heavy construction - not building contractors,18,Cnstr Construction
1629,"Heavy Construction, Not Elsewhere Classified",1600,1699,Heavy construction - not building contractors,18,Cnstr Construction
1629,"Heavy Construction, Not Elsewhere Classified[11]",1600,1699,Heavy construction - not building contractors,18,Cnstr Construction
1700,Office of Real Estate & Construction,1700,1799,Construction - special contractors,18,Cnstr Construction
1711,"Plumbing, Heating and Air-Conditioning",1700,1799,Construction - special contractors,18,Cnstr Construction
1721,Painting and Paper Hanging,1700,1799,Construction - special contractors,18,Cnstr Construction
1731,Electrical Work,1700,1799,Construction - special contractors,18,Cnstr Construction
1731,Office of Real Estate & Construction,1700,1799,Construction - special contractors,18,Cnstr Construction
1741,"Masonry, Stone Setting, and Other Stone Work",1700,1799,Construction - special contractors,18,Cnstr Construction
1742,"Plastering, Drywall, Acoustical, and Insulation Work",1700,1799,Construction - special contractors,18,Cnstr Construction
1743,"Terrazzo, Tile, Marble, and Mosaic Work",1700,1799,Construction - special contractors,18,Cnstr Construction
1751,Carpentry Work,1700,1799,Construction - special contractors,18,Cnstr Construction
1752,"Floor Laying and Other Floor Work, Not Elsewhere Classified",1700,1799,Construction - special contractors,18,Cnstr Construction
1761,"Roofing, Siding, and Sheet Metal Work",1700,1799,Construction - special contractors,18,Cnstr Construction
1771,Concrete Work,1700,1799,Construction - special contractors,18,Cnstr Construction
1781,Water Well Drilling,1700,1799,Construction - special contractors,18,Cnstr Construction
1791,Structural Steel Erection,1700,1799,Construction - special contractors,18,Cnstr Construction
1793,Glass and Glazing Work,1700,1799,Construction - special contractors,18,Cnstr Construction
1794,Excavation Work,1700,1799,Construction - special contractors,18,Cnstr Construction
1795,Wrecking and Demolition Work,1700,1799,Construction - special contractors,18,Cnstr Construction
1796,"Installation or Erection of Building Equipment, Not Elsewhere",1700,1799,Construction - special contractors,18,Cnstr Construction
1799,"Special Trade Contractors, Not Elsewhere Classified",1700,1799,Construction - special contractors,18,Cnstr Construction
3310,Office of Manufacturing,3310,3317,Blast furnaces & steel works,19,Steel Steel Works Etc
3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",3310,3317,Blast furnaces & steel works,19,Steel Steel Works Etc
3312,Office of Manufacturing,3310,3317,Blast furnaces & steel works,19,Steel Steel Works Etc
3313,"Electrometallurgical Products, Except Steel",3310,3317,Blast furnaces & steel works,19,Steel Steel Works Etc
3315,Steel Wiredrawing and Steel Nails and Spikes,3310,3317,Blast furnaces & steel works,19,Steel Steel Works Etc
3316,"Cold-Rolled Steel Sheet, Strip, and Bars",3310,3317,Blast furnaces & steel works,19,Steel Steel Works Etc
3317,Steel Pipe and Tubes,3310,3317,Blast furnaces & steel works,19,Steel Steel Works Etc
3317,Office of Manufacturing,3310,3317,Blast furnaces & steel works,19,Steel Steel Works Etc
3320,Office of Manufacturing,3320,3325,Iron & steel foundries,19,Steel Steel Works Etc
3321,Gray and Ductile Iron Foundries,3320,3325,Iron & steel foundries,19,Steel Steel Works Etc
3322,Malleable Iron Foundries,3320,3325,Iron & steel foundries,19,Steel Steel Works Etc
3324,Steel Investment Foundries,3320,3325,Iron & steel foundries,19,Steel Steel Works Etc
3325,"Steel Foundries, Not Elsewhere Classified",3320,3325,Iron & steel foundries,19,Steel Steel Works Etc
3330,Office of Manufacturing,3330,3339,Primary smelting & refining of nonferrous metals,19,Steel Steel Works Etc
3331,Primary Smelting and Refining of Copper,3330,3339,Primary smelting & refining of nonferrous metals,19,Steel Steel Works Etc
3334,Primary Production of Aluminum,3330,3339,Primary smelting & refining of nonferrous metals,19,Steel Steel Works Etc
3334,Office of Manufacturing,3330,3339,Primary smelting & refining of nonferrous metals,19,Steel Steel Works Etc
3339,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum",3330,3339,Primary smelting & refining of nonferrous metals,19,Steel Steel Works Etc
3341,Secondary Smelting and Refining of Nonferrous Metals,3340,3341,Secondary smelting & refining of nonferrous metals,19,Steel Steel Works Etc
3341,Office of Manufacturing,3340,3341,Secondary smelting & refining of nonferrous metals,19,Steel Steel Works Etc
3350,Office of Manufacturing,3350,3357,"Rolling, drawing & extruding of nonferrous metals",19,Steel Steel Works Etc
3351,"Rolling, Drawing, and Extruding Of Copper",3350,3357,"Rolling, drawing & extruding of nonferrous metals",19,Steel Steel Works Etc
3353,"Aluminum Sheet, Plate, and Foil",3350,3357,"Rolling, drawing & extruding of nonferrous metals",19,Steel Steel Works Etc
3354,Aluminum Extruded Products,3350,3357,"Rolling, drawing & extruding of nonferrous metals",19,Steel Steel Works Etc
3355,"Aluminum Rolling and Drawing, Not Elsewhere Classified",3350,3357,"Rolling, drawing & extruding of nonferrous metals",19,Steel Steel Works Etc
3356,"Rolling, Drawing, and Extruding of Nonferrous Metals, Except Copper and Aluminum",3350,3357,"Rolling, drawing & extruding of nonferrous metals",19,Steel Steel Works Etc
3357,Drawing and Insulating of Nonferrous Wire,3350,3357,"Rolling, drawing & extruding of nonferrous metals",19,Steel Steel Works Etc
3357,Office of Manufacturing,3350,3357,"Rolling, drawing & extruding of nonferrous metals",19,Steel Steel Works Etc
3360,Office of Manufacturing,3360,3369,Nonferrous foundries and casting,19,Steel Steel Works Etc
3363,Aluminum Die-Castings,3360,3369,Nonferrous foundries and casting,19,Steel Steel Works Etc
3364,"Nonferrous Die-Castings, Except Aluminum",3360,3369,Nonferrous foundries and casting,19,Steel Steel Works Etc
3365,Aluminum Foundries,3360,3369,Nonferrous foundries and casting,19,Steel Steel Works Etc
3366,Copper Foundries,3360,3369,Nonferrous foundries and casting,19,Steel Steel Works Etc
3369,"Nonferrous Foundries, Except Aluminum and Copper",3360,3369,Nonferrous foundries and casting,19,Steel Steel Works Etc
3390,Office of Manufacturing,3390,3399,Misc primary metal products,19,Steel Steel Works Etc
3398,Metal Heat Treating,3390,3399,Misc primary metal products,19,Steel Steel Works Etc
3399,"Primary Metal Products, Not Elsewhere Classified",3390,3399,Misc primary metal products,19,Steel Steel Works Etc
3443,Fabricated Plate Work (Boiler Shops),3443,3443,Fabricated plate work,20,FabPr Fabricated Products
3443,Office of Manufacturing,3443,3443,Fabricated plate work,20,FabPr Fabricated Products
3444,Sheet Metal Work,3444,3444,Sheet metal work,20,FabPr Fabricated Products
3444,Office of Manufacturing,3444,3444,Sheet metal work,20,FabPr Fabricated Products
3460,Office of Manufacturing,3460,3469,Metal forgings and stampings,20,FabPr Fabricated Products
3462,Iron and Steel Forgings,3460,3469,Metal forgings and stampings,20,FabPr Fabricated Products
3463,Nonferrous Forgings,3460,3469,Metal forgings and stampings,20,FabPr Fabricated Products
3465,Automotive Stampings,3460,3469,Metal forgings and stampings,20,FabPr Fabricated Products
3466,Crowns and Closures,3460,3469,Metal forgings and stampings,20,FabPr Fabricated Products
3469,"Metal Stampings, Not Elsewhere Classified",3460,3469,Metal forgings and stampings,20,FabPr Fabricated Products
3470,Office of Manufacturing,3470,3479,"Coating, engraving and allied services",20,FabPr Fabricated Products
3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring",3470,3479,"Coating, engraving and allied services",20,FabPr Fabricated Products
3479,"Coating, Engraving, and Allied Services, Not Elsewhere Classified",3470,3479,"Coating, engraving and allied services",20,FabPr Fabricated Products
3510,Office of Technology,3510,3519,Engines & turbines,21,Mach Machinery
3511,"Steam, Gas, and Hydraulic Turbines, and Turbine Generator Set Units",3510,3519,Engines & turbines,21,Mach Machinery
3519,"Internal Combustion Engines, Not Elsewhere Classified",3510,3519,Engines & turbines,21,Mach Machinery
3523,Farm Machinery and Equipment,3520,3529,Farm and garden machinery and equipment,21,Mach Machinery
3523,Office of Technology,3520,3529,Farm and garden machinery and equipment,21,Mach Machinery
3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment,3520,3529,Farm and garden machinery and equipment,21,Mach Machinery
3524,Office of Technology,3520,3529,Farm and garden machinery and equipment,21,Mach Machinery
3530,Office of Technology,3530,3530,"Construction, mining & material handling machinery & equipment",21,Mach Machinery
